B_COUNTRY,Q4,Q200,Q199,Q240,Q217,Q238,Q125,Q252
276,2,2,2,3,1,1,2,7
276,2,2,2,5,3,1,2,3
276,3,2,2,7,1,1,2,8
276,2,2,2,5,2,2,2,6
276,2,3,4,8,3,1,0,7
276,3,2,2,7,1,-1,0,5
276,2,1,2,5,2,1,2,7
276,2,1,1,6,3,1,2,8
276,1,1,1,8,3,1,2,1
276,3,3,4,-1,3,1,2,8
276,1,1,1,2,1,1,2,6
276,2,2,2,4,2,2,1,2
276,1,2,2,3,1,1,2,5
276,2,2,3,6,1,1,2,6
276,3,2,3,7,2,1,2,10
276,2,2,2,5,1,1,-2,8
276,2,2,1,7,-2,1,2,8
276,2,1,1,5,2,1,2,5
276,3,2,3,5,2,2,2,1
276,1,1,1,10,1,1,2,2
276,2,2,2,5,1,2,2,6
276,2,2,2,3,1,2,2,8
276,1,1,1,5,3,1,2,8
276,1,1,1,4,3,1,2,8
276,2,1,1,3,1,1,2,9
276,2,3,2,4,1,1,2,10
276,2,1,1,4,1,2,2,6
276,2,1,1,6,1,1,2,8
276,3,3,2,5,-1,1,-1,4
276,3,1,2,6,1,1,2,6
276,3,2,3,3,2,2,2,4
276,3,2,2,5,2,1,2,6
276,2,2,3,5,2,2,2,3
276,2,2,1,4,1,1,2,4
276,2,2,1,5,1,2,2,6
276,3,2,3,6,3,1,2,5
276,2,1,1,2,3,1,2,4
276,2,2,2,3,1,1,2,8
276,1,3,1,5,3,1,2,5
276,4,2,3,6,1,2,1,2
276,3,2,3,5,2,2,-1,2
276,2,2,2,3,1,-1,2,1
276,3,3,3,10,3,2,2,5
276,2,2,2,-2,1,1,2,7
276,3,2,2,5,1,1,2,3
276,2,2,1,5,1,1,2,8
276,2,2,2,3,2,1,2,7
276,2,1,2,3,1,1,2,8
276,3,2,3,2,1,1,2,8
276,2,2,2,3,1,1,2,6
276,3,3,3,-1,1,1,-1,10
276,2,2,2,4,1,1,2,3
276,1,2,2,6,2,2,2,6
276,3,1,1,6,3,1,0,2
276,4,2,1,5,1,2,2,6
276,3,2,2,5,1,1,2,6
276,3,3,4,5,3,1,2,5
276,2,3,3,5,1,1,2,5
276,3,3,3,4,3,1,-2,8
276,3,2,3,4,1,1,-1,7
276,2,2,2,5,3,1,2,5
276,3,1,2,4,3,1,2,2
276,2,3,3,4,2,1,2,7
276,2,2,1,4,1,2,2,6
276,1,1,1,6,2,2,0,6
276,2,2,2,9,1,2,2,7
276,4,3,4,5,-1,-1,1,8
276,3,2,2,5,1,2,2,5
276,2,1,1,4,1,1,0,9
276,3,2,3,-2,1,1,2,5
276,2,1,1,4,1,1,2,6
276,2,1,1,2,1,1,2,3
276,2,2,2,5,1,2,2,7
276,3,2,3,3,2,1,2,9
276,2,1,1,5,1,1,1,8
276,3,2,3,5,3,2,2,5
276,3,3,4,5,2,1,2,3
276,2,1,1,3,1,2,2,4
276,2,1,2,6,2,1,2,9
276,2,1,1,1,1,1,2,3
276,2,2,2,4,1,1,2,6
276,2,2,1,4,1,1,2,8
276,3,2,2,5,1,1,2,7
276,2,1,1,5,1,1,2,4
276,2,2,2,4,1,1,2,10
276,2,2,2,5,1,2,2,8
276,1,1,1,9,3,1,2,8
276,2,2,2,3,1,1,2,6
276,2,1,1,1,1,1,2,8
276,2,2,3,5,2,1,2,5
276,1,1,1,3,1,1,2,9
276,2,2,2,4,1,1,2,8
276,2,2,1,7,1,1,2,6
276,3,2,3,6,2,2,2,7
276,3,2,4,5,2,1,2,4
276,2,2,1,6,2,1,2,7
276,2,1,1,3,1,1,2,7
276,2,1,2,8,1,1,2,4
276,2,2,2,4,1,1,2,7
276,4,3,4,1,3,1,2,1
276,3,2,2,6,1,4,2,6
276,1,1,1,3,1,1,2,6
276,3,2,2,5,1,1,0,6
276,2,2,2,3,1,1,2,4
276,4,3,4,-1,3,1,2,-1
276,2,1,2,4,1,1,2,8
276,1,1,1,3,1,1,2,10
276,2,2,2,5,1,1,2,3
276,1,1,1,3,1,2,2,1
276,1,1,1,5,1,2,0,3
276,2,2,2,-1,2,1,2,8
276,1,1,1,-2,3,1,2,9
276,3,2,2,5,1,1,2,10
276,4,3,4,-2,3,-1,-1,4
276,1,1,1,7,1,1,0,3
276,3,3,4,-2,3,2,1,-2
276,1,1,1,4,1,1,2,5
276,2,3,2,4,1,1,2,7
276,2,2,1,5,1,1,2,5
276,4,3,3,6,2,2,2,6
276,2,2,1,3,1,2,1,3
276,2,2,1,3,1,1,2,8
276,1,1,1,6,1,1,2,10
276,1,2,1,3,1,1,2,9
276,2,2,1,4,2,1,2,9
276,2,2,2,3,2,1,2,6
276,4,3,2,6,3,1,2,8
276,2,2,1,3,1,1,2,8
276,3,2,2,5,1,1,2,10
276,1,2,1,5,1,1,2,5
276,3,2,2,6,1,1,2,8
276,3,3,4,5,3,1,1,8
276,1,2,3,5,2,1,2,9
276,2,2,2,5,1,2,2,9
276,2,2,2,7,1,2,2,3
276,3,2,2,5,2,1,2,7
276,2,2,1,4,1,1,2,10
276,2,1,1,10,2,1,2,10
276,3,3,4,5,3,1,1,-1
276,2,2,2,3,1,1,2,6
276,1,1,1,5,3,1,0,1
276,3,3,3,-1,1,1,2,9
276,2,2,2,6,1,1,2,9
276,2,1,1,4,1,1,2,8
276,1,3,4,-1,3,1,2,10
276,2,1,1,9,1,1,0,7
276,4,2,3,-2,3,1,2,1
276,2,2,1,6,1,2,2,10
276,1,1,1,3,1,3,2,8
276,2,2,2,4,3,1,2,8
276,3,2,2,2,3,2,2,5
276,2,2,2,8,1,3,1,5
276,1,1,1,7,1,1,2,8
276,3,2,2,-2,3,2,2,6
276,3,3,4,6,1,2,0,4
276,2,1,2,7,3,1,2,5
276,1,2,3,5,3,1,2,4
276,2,2,1,-2,3,2,2,1
276,2,2,1,3,1,2,2,3
276,3,3,3,5,1,2,2,3
276,2,2,2,5,3,1,2,5
276,2,2,2,4,3,1,0,7
276,2,2,2,5,1,1,2,3
276,1,2,2,-2,2,1,2,10
276,4,2,4,5,1,2,1,-1
276,3,3,3,-1,2,2,1,5
276,2,2,1,5,1,1,2,6
276,3,2,3,5,1,2,2,6
276,1,1,1,6,1,1,2,7
276,2,2,2,4,1,1,2,6
276,2,1,1,7,1,1,2,10
276,2,2,2,6,2,2,-1,8
276,2,2,1,7,1,1,1,6
276,1,1,1,4,1,1,2,2
276,2,3,2,6,1,1,2,1
276,2,2,2,5,1,1,2,8
276,4,2,2,5,2,1,1,4
276,3,2,2,5,3,1,2,7
276,3,3,3,5,2,2,2,7
276,1,1,2,5,1,1,2,8
276,2,1,1,5,1,1,2,7
276,2,2,2,4,2,1,2,9
276,2,1,1,9,3,2,0,7
276,3,2,2,5,1,1,0,4
276,2,2,1,6,3,2,2,10
276,2,2,2,5,1,1,2,10
276,2,2,1,5,1,1,2,5
276,2,2,2,5,2,2,2,7
276,2,1,1,4,1,1,2,8
276,2,3,1,6,1,1,2,7
276,2,2,2,5,3,2,2,6
276,2,2,2,5,1,2,2,7
276,2,2,2,5,1,1,0,4
276,3,3,4,5,1,2,2,5
276,1,1,1,1,1,2,2,8
276,2,2,1,7,1,1,2,6
276,2,1,1,7,1,1,2,7
276,2,2,2,5,3,1,2,5
276,3,3,3,-2,2,1,2,-2
276,2,2,3,5,1,1,-1,9
276,1,2,2,7,2,1,2,7
276,2,1,1,7,1,1,2,6
276,2,1,2,5,3,1,2,7
276,2,2,1,5,3,1,2,7
276,3,2,2,5,1,2,2,5
276,2,2,2,3,1,1,1,7
276,3,2,2,5,1,1,2,9
276,2,2,1,6,3,1,2,7
276,3,3,4,-1,3,-1,-1,7
276,2,2,2,6,1,1,2,7
276,4,2,2,-1,2,1,-1,10
276,2,2,2,5,2,1,2,5
276,2,2,1,5,3,1,2,7
276,2,1,1,7,1,1,2,9
276,2,2,1,6,1,1,2,2
276,2,2,2,4,1,1,1,8
276,2,1,1,5,3,1,2,8
276,2,1,1,5,1,1,2,6
276,2,2,1,4,1,1,2,8
276,2,1,1,4,1,1,2,9
276,1,1,1,4,2,1,2,5
276,2,1,1,7,1,1,2,8
276,2,2,2,3,1,1,2,8
276,1,1,1,1,1,1,2,10
276,2,2,2,5,1,2,2,5
276,2,2,2,6,1,2,2,8
276,2,2,2,6,1,1,2,9
276,2,2,2,3,1,2,2,8
276,2,2,2,2,1,2,2,8
276,2,2,2,3,1,1,2,8
276,2,2,2,5,1,2,2,3
276,1,2,1,2,1,1,2,10
276,2,1,1,4,1,1,2,9
276,3,1,4,2,1,1,2,10
276,2,2,1,6,1,1,2,7
276,2,2,2,7,1,1,2,6
276,3,3,2,7,2,1,1,5
276,3,2,3,5,1,2,2,7
276,3,2,2,7,1,1,2,9
276,3,2,3,6,1,1,2,7
276,4,2,3,6,1,1,2,8
276,2,1,1,6,1,1,2,7
276,3,2,3,-1,1,1,2,4
276,3,2,3,5,2,1,2,8
276,3,2,3,4,1,2,2,4
276,2,2,2,6,1,1,2,9
276,3,2,2,4,3,1,2,7
276,2,1,2,5,3,2,2,7
276,1,1,1,8,2,1,2,7
276,4,2,3,5,3,2,2,6
276,2,2,2,4,2,2,2,7
276,3,3,2,5,1,2,2,8
276,2,2,1,5,2,1,2,7
276,1,1,1,1,1,2,2,8
276,3,3,3,7,2,2,2,6
276,3,2,2,5,3,2,2,5
276,1,2,1,3,1,2,2,7
276,2,2,1,1,-2,1,2,3
276,2,2,1,4,1,1,2,8
276,2,2,2,5,1,1,2,9
276,2,1,2,3,1,1,2,3
276,1,2,1,5,1,1,2,5
276,2,1,1,5,3,1,-2,10
276,2,2,1,5,1,1,2,10
276,2,2,2,5,1,2,2,8
276,3,2,4,5,1,1,2,10
276,3,3,2,6,3,1,2,1
276,2,2,2,8,1,1,0,2
276,2,2,3,-2,2,1,2,8
276,1,1,1,3,1,1,2,8
276,3,2,3,4,1,1,2,7
276,1,1,1,1,3,1,2,1
276,2,2,2,5,1,1,-1,9
276,2,1,1,5,1,1,2,5
276,2,1,2,5,1,1,2,4
276,3,2,2,6,1,1,2,9
276,2,2,2,-1,3,-1,-1,-2
276,4,2,4,5,3,3,1,2
276,1,2,1,5,3,1,2,8
276,2,2,2,2,1,1,2,5
276,4,3,3,-1,3,-1,2,3
276,2,2,2,-1,1,-1,2,5
276,2,2,2,5,1,2,2,3
276,2,2,2,-1,3,2,2,-1
276,3,2,2,5,2,2,2,3
276,1,1,1,5,1,1,2,7
276,1,1,1,6,1,1,2,7
276,1,2,1,6,1,1,2,7
276,2,2,2,4,1,2,2,7
276,-2,1,3,1,1,1,2,5
276,2,2,2,5,1,1,2,10
276,2,1,1,7,1,1,2,8
276,3,2,3,6,1,1,0,5
276,2,1,1,2,1,1,2,9
276,2,2,3,5,3,2,2,8
276,3,2,3,5,3,1,2,7
276,2,2,2,3,1,1,2,9
276,2,2,2,8,3,2,1,7
276,2,2,2,5,1,2,2,7
276,3,3,3,5,1,1,2,1
276,2,2,1,5,1,2,2,3
276,2,2,3,-1,1,1,1,6
276,2,2,2,6,1,1,2,7
276,3,2,3,5,3,2,2,10
276,2,2,1,6,1,2,2,1
276,3,2,1,7,1,1,2,8
276,4,1,1,9,1,2,2,1
276,2,2,2,5,3,2,2,5
276,1,2,2,6,1,1,2,7
276,1,1,1,5,1,1,2,7
276,2,2,2,5,1,2,2,5
276,3,1,2,6,1,1,2,10
276,2,2,3,7,1,1,2,6
276,2,2,2,3,1,1,2,8
276,1,2,2,5,3,1,2,6
276,1,1,1,7,1,1,2,9
276,3,2,2,4,1,2,2,5
276,2,2,3,5,1,1,2,8
276,2,2,2,5,3,2,2,4
276,2,1,2,5,1,2,2,7
276,2,2,2,3,1,1,2,6
276,1,2,2,4,1,1,2,7
276,2,2,3,5,3,1,0,2
276,3,2,3,7,1,2,0,2
276,2,1,1,3,1,1,2,7
276,3,2,3,5,1,2,2,8
276,2,1,2,3,1,1,2,8
276,2,1,2,8,1,2,0,4
276,2,2,1,5,1,2,2,7
276,2,2,2,2,1,1,2,6
276,3,2,2,7,1,1,2,6
276,2,2,2,7,3,1,2,4
276,3,2,3,7,3,1,2,6
276,4,3,4,4,1,1,2,8
276,3,2,3,4,2,1,2,9
276,4,2,3,4,2,1,2,6
276,3,2,2,3,1,1,2,7
276,1,1,1,2,1,1,2,8
276,2,1,1,4,1,1,2,4
276,3,2,3,5,1,1,2,7
276,1,2,1,3,1,1,2,8
276,3,2,2,2,3,1,2,2
276,2,2,3,4,1,1,2,7
276,1,1,1,4,1,1,2,7
276,2,2,2,4,1,1,2,8
276,3,2,3,5,1,1,2,9
276,2,1,2,5,3,1,2,7
276,3,2,2,5,1,1,2,9
276,2,2,1,4,1,1,2,8
276,1,1,1,6,1,1,2,7
276,2,2,2,6,2,1,2,3
276,2,1,2,4,1,1,2,4
276,3,2,2,4,1,1,2,7
276,2,1,1,2,1,1,2,7
276,3,2,3,5,3,1,2,6
276,2,2,1,3,2,1,2,6
276,2,2,2,7,1,1,2,8
276,2,1,1,6,3,1,2,6
276,2,2,1,5,1,1,2,1
276,2,1,1,6,1,1,2,4
276,2,1,1,3,3,2,2,5
276,3,2,3,4,1,1,1,4
276,1,2,1,6,1,1,2,7
276,2,1,2,-2,1,2,0,7
276,2,1,2,8,3,2,2,6
276,2,2,1,10,1,1,2,10
276,1,1,1,5,1,1,2,8
276,2,3,2,5,-2,1,2,10
276,2,2,1,4,1,1,2,8
276,2,2,1,7,1,1,2,7
276,2,2,2,3,1,1,2,9
276,1,1,1,2,1,4,2,6
276,1,1,1,4,1,2,2,4
276,3,2,2,4,2,1,2,8
276,2,2,2,3,1,1,2,10
276,2,2,2,-1,3,1,2,3
276,3,2,4,3,1,1,2,4
276,2,2,2,5,1,1,2,10
276,2,2,2,-2,1,2,2,2
276,3,3,2,5,3,1,2,5
276,2,2,2,5,3,1,2,9
276,2,1,2,3,1,1,2,8
276,2,2,2,7,1,1,2,8
276,2,1,1,6,1,1,2,9
276,2,1,1,5,1,1,2,8
276,1,3,2,-1,3,-1,2,9
276,3,2,3,5,1,2,2,4
276,2,2,2,2,1,1,2,8
276,3,2,3,5,1,1,2,6
276,2,2,1,4,1,1,2,7
276,2,1,1,3,1,1,2,7
276,3,2,2,5,1,1,2,10
276,2,1,2,7,2,1,1,9
276,3,2,2,7,1,1,2,9
276,2,2,2,9,1,1,2,8
276,2,2,2,5,1,1,2,8
276,1,3,3,8,3,1,-1,6
276,1,2,1,5,1,1,2,8
276,2,2,2,5,2,1,2,8
276,4,3,4,5,1,2,2,4
276,2,1,2,3,1,1,2,7
276,2,2,1,3,1,2,2,6
276,2,2,2,3,1,2,2,3
276,2,2,1,5,3,1,2,10
276,2,2,1,3,1,1,2,6
276,1,1,1,1,1,1,2,4
276,3,2,2,5,1,2,2,5
276,2,2,1,8,1,1,2,8
276,3,2,2,4,1,1,2,8
276,1,1,1,6,1,1,2,9
276,4,2,4,6,1,1,1,8
276,3,2,3,3,3,2,1,8
276,3,3,3,4,-1,1,2,10
276,2,2,2,1,2,2,2,8
276,2,1,1,5,1,1,2,8
276,2,2,2,5,1,1,2,7
276,3,2,1,6,1,1,2,3
276,4,3,3,2,3,1,2,3
276,2,2,2,3,2,1,-1,5
276,1,2,1,5,3,2,2,8
276,2,2,1,3,1,-2,2,8
276,2,2,1,5,1,3,2,4
276,2,2,2,5,1,1,2,8
276,3,3,2,6,3,1,2,3
276,1,2,1,6,1,1,0,8
276,2,2,2,6,2,1,2,9
276,1,1,2,6,1,1,2,8
276,1,1,1,6,1,1,2,8
276,2,2,2,5,1,2,2,8
276,2,2,3,3,1,1,2,8
276,1,2,2,6,2,1,2,7
276,2,2,2,3,1,1,2,8
276,3,2,2,5,1,1,2,9
276,2,2,2,2,1,1,-1,6
276,2,2,2,3,1,1,2,9
276,2,1,1,6,1,1,2,6
276,2,2,2,5,1,1,2,8
276,2,1,1,5,1,1,2,9
276,1,1,1,5,3,1,2,1
276,2,2,2,6,1,2,2,7
276,3,2,4,2,1,1,0,7
276,3,2,2,8,3,1,0,9
276,2,2,2,4,1,1,2,7
276,2,2,1,3,1,1,2,5
276,1,1,1,7,1,2,0,3
276,3,2,3,6,3,1,1,7
276,4,3,3,-1,1,1,2,8
276,1,2,1,4,1,1,2,9
276,3,2,2,3,1,1,2,6
276,2,2,2,4,1,2,2,4
276,2,3,1,3,1,1,2,8
276,3,2,2,3,1,2,2,7
276,1,2,1,4,1,1,2,9
276,2,2,1,7,1,1,1,4
276,3,2,2,4,1,2,2,6
276,2,3,3,5,1,-2,2,10
276,3,3,4,-2,2,1,-2,7
276,1,2,1,5,3,1,2,8
276,3,2,2,5,1,1,2,7
276,2,2,3,9,2,1,2,9
276,1,1,1,5,1,1,2,8
276,2,1,1,5,1,1,2,1
276,2,2,2,8,1,1,2,7
276,2,1,2,3,1,1,2,8
276,2,2,2,4,1,1,2,7
276,1,1,1,3,1,1,2,8
276,3,2,3,6,1,1,0,4
276,2,2,1,5,1,1,2,6
276,3,2,2,5,3,1,2,3
276,2,2,2,4,1,1,2,6
276,3,1,1,5,3,1,2,1
276,2,2,2,5,1,1,2,5
276,2,1,1,5,3,1,1,8
276,3,3,4,5,3,4,2,5
276,3,2,2,5,-2,2,2,5
276,3,3,2,5,3,1,0,9
276,2,2,1,2,2,1,2,8
276,3,2,1,5,2,1,2,9
276,2,2,2,4,1,1,2,10
276,3,2,3,4,1,2,2,4
276,2,2,2,5,1,1,2,3
276,1,1,1,2,1,1,2,1
276,2,3,3,5,1,1,2,-1
276,1,1,1,3,1,1,2,1
276,2,1,2,3,1,2,2,3
276,4,3,4,-1,3,1,2,9
276,2,1,2,6,3,1,2,5
276,3,3,4,-2,3,-1,0,-1
276,2,1,2,4,1,1,2,7
276,3,3,3,-1,1,1,1,10
276,3,2,3,6,2,4,1,10
276,2,2,2,5,1,2,1,5
276,2,2,2,6,1,1,2,7
276,3,2,2,7,3,1,2,8
276,4,3,3,-2,3,1,-1,1
276,1,2,1,6,1,1,2,7
276,2,2,1,3,1,1,2,7
276,2,2,2,6,1,2,2,8
276,1,1,1,5,1,1,2,8
276,3,2,2,5,1,2,2,6
276,1,3,1,8,3,1,2,8
276,2,1,1,4,1,1,2,8
276,1,1,2,2,1,2,2,7
276,2,3,2,5,3,1,2,8
276,3,2,1,6,1,1,2,8
276,1,1,1,8,1,1,2,5
276,2,3,2,7,1,1,2,8
276,2,1,1,4,1,1,2,8
276,2,2,2,6,2,1,1,6
276,3,2,3,5,3,1,2,9
276,2,2,2,4,1,1,2,7
276,3,2,4,5,3,1,2,3
276,2,2,2,3,1,1,2,7
276,2,2,1,5,2,1,2,7
276,3,2,2,6,2,2,1,7
276,4,2,3,3,1,1,2,4
276,1,1,1,5,2,1,2,8
276,1,1,1,4,1,1,2,5
276,1,1,2,9,3,1,0,4
276,2,2,2,5,1,2,2,6
276,1,2,1,8,1,1,2,2
276,2,2,2,5,1,3,2,7
276,2,2,2,5,2,1,2,8
276,2,2,1,4,1,1,2,7
276,3,2,2,5,2,1,2,7
276,2,2,2,3,3,1,2,7
276,3,2,3,-2,3,1,2,3
276,2,2,1,5,3,1,2,7
276,2,3,2,5,3,1,2,9
276,2,2,2,5,2,1,2,6
276,2,2,1,3,1,1,2,8
276,2,1,2,5,1,1,2,8
276,2,3,2,6,2,1,2,6
276,2,1,2,5,3,1,2,5
276,3,3,4,5,-1,-1,1,-1
276,3,2,2,5,1,1,2,8
276,3,2,2,3,1,1,2,5
276,2,1,2,2,1,2,2,6
276,1,2,2,5,1,1,2,8
276,2,2,3,4,1,1,2,9
276,3,2,2,5,3,1,2,10
276,1,2,1,3,1,1,2,6
276,4,3,2,5,3,2,2,4
276,2,3,2,5,3,4,1,5
276,3,2,2,3,1,1,2,6
276,2,2,2,5,3,1,2,6
276,2,3,2,6,3,1,2,5
276,2,1,1,4,1,1,2,8
276,4,2,4,3,2,1,2,5
276,3,3,4,-1,3,2,-1,-1
276,1,2,1,1,2,1,2,2
276,1,1,1,2,1,2,2,4
276,2,2,2,6,3,1,1,7
276,3,2,2,5,1,1,2,7
276,3,2,3,4,3,1,2,7
276,4,3,4,3,3,1,1,1
276,3,1,2,7,3,1,0,1
276,3,3,4,-1,3,1,2,8
276,3,3,3,6,3,1,2,7
276,3,3,3,5,1,2,2,5
276,2,2,2,5,2,1,2,8
276,1,2,1,5,2,1,2,8
276,2,2,2,6,1,1,2,9
276,2,1,1,1,1,1,2,8
276,2,2,2,5,1,1,2,7
276,2,2,2,5,1,1,2,9
276,2,2,1,5,1,1,2,10
276,2,2,2,5,2,1,2,7
276,2,2,1,4,1,1,2,7
276,3,2,3,6,1,2,2,6
276,2,2,2,3,1,1,2,3
276,1,2,1,4,1,1,2,8
276,2,2,2,5,1,2,2,7
276,2,2,2,2,1,1,2,8
276,2,1,2,4,3,1,2,8
276,3,2,3,1,1,1,2,6
276,2,1,1,4,3,1,1,5
276,2,3,2,1,3,1,2,7
826,3,2,3,5,3,-1,2,5
826,3,1,2,3,1,1,2,2
826,3,3,4,5,2,-1,1,6
826,2,2,2,6,3,1,2,4
826,2,2,2,8,1,1,1,8
826,1,1,1,3,1,1,2,3
826,3,2,4,-1,3,-1,-1,-1
826,3,2,3,5,2,1,1,5
826,3,3,2,7,3,2,2,7
826,1,2,1,7,3,1,2,8
826,2,1,2,8,1,2,1,8
826,2,1,2,5,1,1,2,6
826,3,2,3,4,1,1,2,1
826,2,2,2,7,2,1,0,5
826,1,3,1,3,1,1,0,5
826,2,2,3,5,3,1,1,8
826,2,2,3,5,2,1,0,6
826,2,2,3,6,2,1,2,7
826,1,2,2,4,2,1,2,6
826,2,1,3,8,3,1,2,8
826,1,1,1,1,1,1,2,5
826,4,3,4,-1,3,-1,2,-1
826,3,3,3,5,3,4,2,9
826,2,2,3,5,-1,-1,1,6
826,2,2,3,5,2,1,2,5
826,2,2,1,6,1,1,2,7
826,1,3,1,2,-5,1,2,1
826,1,2,2,6,3,2,2,6
826,3,3,2,5,3,2,2,5
826,2,1,1,5,3,1,2,6
826,2,2,4,5,3,2,1,5
826,4,2,2,5,3,1,0,5
826,1,1,1,4,1,1,2,7
826,3,2,2,5,1,1,2,5
826,2,1,2,6,1,2,2,4
826,2,2,2,4,1,1,0,6
826,2,2,3,4,3,1,2,7
826,4,3,4,5,1,4,1,2
826,4,3,4,5,3,-1,2,8
826,2,1,2,5,2,1,1,7
826,2,1,1,7,3,1,2,6
826,2,3,3,6,2,2,1,4
826,2,2,3,5,1,1,2,4
826,2,3,2,1,-5,3,1,2
826,4,3,4,-1,3,2,2,4
826,3,2,2,5,1,2,2,6
826,4,3,4,-1,-5,-1,2,8
826,4,3,2,3,-5,2,2,4
826,3,3,4,-1,3,2,2,4
826,3,3,3,10,-5,-1,1,3
826,3,3,3,6,-5,2,2,8
826,2,2,1,6,-5,2,2,6
826,2,3,2,7,2,1,2,4
826,1,2,3,6,3,1,1,8
826,2,2,3,6,3,1,1,1
826,3,2,3,7,2,1,2,6
826,4,2,4,5,1,4,1,1
826,3,2,2,8,3,2,1,7
826,2,2,2,2,1,1,2,4
826,2,3,2,4,1,2,2,3
826,2,2,2,6,1,1,2,7
826,1,2,2,8,-5,1,2,8
826,2,2,2,7,1,1,1,8
826,2,2,2,8,3,1,0,5
826,1,1,2,2,1,1,2,1
826,1,2,2,4,-5,2,1,6
826,1,2,2,7,2,1,2,8
826,2,2,2,5,3,2,1,3
826,3,2,2,8,1,1,1,8
826,2,1,1,4,1,1,2,3
826,1,2,2,5,1,1,1,1
826,2,2,1,3,1,1,2,2
826,2,2,2,7,3,1,2,5
826,3,2,3,5,-5,1,1,6
826,3,3,2,5,1,1,0,6
826,2,2,2,3,1,1,-1,8
826,3,3,4,5,1,3,1,8
826,2,2,2,7,2,1,2,8
826,3,3,2,10,3,1,0,10
826,2,2,2,4,2,1,2,8
826,1,2,2,-1,1,2,1,10
826,1,2,1,9,3,1,2,3
826,2,2,1,7,3,1,1,8
826,3,3,4,5,3,2,1,6
826,2,1,2,3,1,2,2,5
826,2,3,1,5,3,2,2,3
826,2,2,2,5,1,1,-1,5
826,4,3,4,-1,-1,-1,-1,-1
826,2,2,3,8,3,2,1,7
826,1,1,1,7,1,3,1,6
826,3,2,3,4,1,1,2,7
826,3,2,3,5,2,1,2,7
826,3,3,4,8,1,2,1,4
826,4,3,4,5,-5,-1,0,-1
826,1,1,1,7,1,1,2,9
826,2,2,3,-1,3,2,2,2
826,2,1,2,5,2,1,2,7
826,3,3,3,-1,1,1,2,4
826,1,1,1,3,1,1,1,3
826,2,1,2,8,3,1,1,8
826,2,2,3,-2,2,1,2,4
826,2,2,2,3,2,1,2,3
826,3,2,2,4,1,1,2,4
826,2,2,2,3,1,1,2,3
826,4,2,4,5,3,2,1,5
826,2,2,2,8,1,1,1,9
826,2,2,2,6,-5,1,2,8
826,2,3,3,-1,2,-1,2,1
826,4,3,2,1,2,1,2,1
826,3,2,2,6,2,1,2,3
826,2,1,2,5,1,1,2,5
826,2,2,2,5,2,1,2,10
826,1,1,1,4,1,1,2,-2
826,3,2,4,7,3,2,2,7
826,2,2,2,6,2,1,2,7
826,3,2,4,5,3,2,1,2
826,2,2,2,5,1,1,2,7
826,2,3,2,7,1,1,2,8
826,1,1,1,2,1,1,2,3
826,1,2,1,10,1,1,2,5
826,1,1,1,4,1,1,2,8
826,3,2,3,6,3,2,2,5
826,3,3,3,5,2,2,2,8
826,2,2,1,5,2,-1,1,5
826,2,3,2,8,3,1,1,8
826,2,2,2,5,3,2,1,3
826,3,2,3,5,1,4,2,3
826,4,3,3,5,2,3,1,7
826,2,1,1,3,2,1,2,3
826,1,2,1,8,1,1,1,4
826,3,2,3,2,-1,2,-1,-1
826,3,3,4,3,-5,1,0,1
826,3,3,4,5,3,1,1,1
826,4,1,2,5,1,1,1,6
826,3,3,3,5,3,1,0,5
826,2,2,2,8,2,1,1,8
826,2,2,2,7,3,1,2,9
826,-1,3,4,5,3,4,-1,-1
826,4,3,4,2,3,2,1,3
826,4,2,3,7,3,2,2,8
826,4,3,4,6,3,3,0,1
826,3,2,2,4,3,3,2,10
826,4,2,4,-1,3,4,2,-1
826,4,3,4,3,3,2,1,1
826,3,1,4,5,2,4,0,6
826,3,3,4,1,1,2,2,1
826,1,1,1,5,1,1,2,1
826,4,3,4,8,-5,2,-1,6
826,2,1,2,3,1,1,1,7
826,3,2,2,5,3,2,2,4
826,4,1,4,4,1,1,2,3
826,2,1,2,3,-5,1,1,5
826,3,2,2,3,1,2,1,3
826,3,1,2,4,1,2,2,5
826,2,2,3,4,2,2,2,1
826,2,1,2,5,1,1,2,1
826,3,3,4,-1,3,1,1,7
826,3,2,4,5,1,3,2,1
826,3,2,3,4,2,-1,2,1
826,1,3,2,4,2,1,2,4
826,1,3,2,4,1,1,1,2
826,2,3,2,4,1,1,0,2
826,3,2,3,5,3,1,2,8
826,4,3,4,5,3,1,2,8
826,4,3,3,5,3,1,2,5
826,2,3,4,-1,3,2,0,6
826,2,2,2,4,1,2,1,3
826,3,2,2,8,1,1,2,5
826,4,3,4,3,3,1,2,6
826,4,3,4,-1,3,1,1,9
826,4,3,3,5,3,-1,1,5
826,3,2,4,5,3,3,2,5
826,2,2,4,5,3,2,2,5
826,4,3,3,5,1,2,2,3
826,4,3,3,7,3,1,2,2
826,1,2,2,2,1,1,2,3
826,2,2,2,3,1,1,2,2
826,2,1,2,4,1,1,1,6
826,2,3,2,5,1,2,2,5
826,3,3,3,5,3,2,-1,10
826,1,2,1,8,1,2,2,7
826,3,3,3,4,2,2,2,6
826,2,2,2,3,1,1,2,4
826,3,2,4,-1,2,-1,-1,6
826,4,3,4,5,-5,-1,2,-1
826,2,1,1,7,1,1,1,6
826,2,1,2,5,3,1,2,8
826,1,2,2,4,1,1,2,6
